QRCode;Linha;OP;Produto;Descrição;Sintoma;Origem;Qtd.;Usuário_Solicitante;Dt.Solicitação;Usuário_Aprov/Reprov;Dt.Aprov/Reprov;Status
9760;PSALINHA11;2287;200209030000576;D188CBLACKLCDLENSBRAZILSTONETONPMMAPC;VISORCOMIMPUREZA;Fornecedor;21;kathllen.braga;04/11/202209:34:33;debora.gomes;04/11/202210:35:15;Aprovado
9761;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;VISORCOMRISCO;Fornecedor9;;brenda.santos;04/11/202209:36:19;debora.gomes;04/11/202210:20:12;Aprovado
9762;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;VISORCOMRISCO;Fornecedor;7;brenda.santos;04/11/202209:36:50;debora.gomes;04/11/202210:20:14;Aprovado
9763;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;VISORDESLOCADO;Fornecedor;3;brenda.santos;04/11/202209:37:34;debora.gomes;04/11/202210:20:15;Aprovado
9764;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;VISORCOMRISCO;Estoque;7;jacqueline.taveira;04/11/202209:38:49;debora.gomes;04/11/202210:19:27;Aprovado
9766;PSALINHA13;2297;501400000000028;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDDANIFICADO;FasePSA;12;brenda.santos;04/11/202209:40:18;debora.gomes;04/11/202210:20:19;Aprovado
9767;PSALINHA09;2296;20010117CAD0004;PLACADECIRCUITOIMPRESSOMONTADAS920RFANTENNAV03;SCRAP;FasePSA;2;jacqueline.taveira;04/11/202209:40:24;debora.gomes;04/11/202210:19:28;Aprovado
9768;PSALINHA13;2297;501400000000028;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDALTERADO;PaxChina;2;brenda.santos;04/11/202209:40:44;debora.gomes;04/11/202210:20:23;Aprovado
9769;PSALINHA13;2297;300100160000133;D195KEYMESHV01PCBKEYMESHDOMECARBONGRANULESPLENDID;COMPONENTESMDALTERADO;PaxChina;3;brenda.santos;04/11/202209:41:13;debora.gomes;04/11/202210:20:26;Aprovado
9770;PSALINHA09;2296;200212000000077;ANTENNAS92040MMH330SQ3020850/900/1900/2100MHZV03WCDMAANTENNA;ANTENAADESIVADANIFICADA;FasePSA;4;jacqueline.taveira;04/11/202209:41:32;debora.gomes;04/11/202210:19:29;Aprovado
9771;PSALINHA13;2297;501400000000028;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDDANIFICADO;Callidus;8;brenda.santos;04/11/202209:41:45;debora.gomes;04/11/202210:20:28;Aprovado
9772;PSALINHA11;2287;200209050000532;D188CblackswitchbuttonPR;TECLADANIFICADA;FasePSA;2;kathllen.braga;04/11/202209:42:01;debora.gomes;04/11/202210:35:18;Aprovado
9773;PSALINHA11;2287;200209120000476;PlasticD188CLightgoldICCardholderMaterialPCABSfinegraincom;COMPONENTEFORADOPADRďż˝O;Fornecedor;3;kathllen.braga;04/11/202209:42:31;debora.gomes;04/11/202210:35:21;Aprovado
9774;PSALINHA09;2296;200405000000158;S920fLCDrubbercasing;SCRAP;Fornecedor;1;jacqueline.taveira;04/11/202209:45:45;debora.gomes;04/11/202210:19:34;Aprovado
9765;PSALINHA13;2297;200212000000309;D195G510/H330S850/900/1800/1900/2100MHZV02GPRS/WCDMAANTENNAFPC;COMPONENTESMDALTERADO;PaxChina;3;brenda.santos;04/11/202209:47:39;debora.gomes;04/11/202210:20:21;Aprovado
9775;PSALINHA13;2297;200212000000309;D195G510/H330S850/900/1800/1900/2100MHZV02GPRS/WCDMAANTENNAFPC;COMPONENTESMDALTERADO;PaxChina;3;brenda.santos;04/11/202209:49:22;debora.gomes;04/11/202210:20:31;Aprovado
9776;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;Nďż˝OLIGA;Fornecedor;2;jacqueline.taveira;04/11/202209:51:16;debora.gomes;04/11/202210:19:32;Aprovado
9777;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;LCDCOMMANCHA;Fornecedor;1;jacqueline.taveira;04/11/202209:51:54;debora.gomes;04/11/202210:19:37;Aprovado
9778;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDALTERADO;PaxChina;3;brenda.santos;04/11/202209:52:11;debora.gomes;04/11/202210:20:34;Aprovado
9779;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;TELABRANCA;FasePSA;3;brenda.santos;04/11/202209:52:44;debora.gomes;04/11/202210:20:37;Aprovado
9782;PSALINHA09;2296;301601010000087;S920Cielochargerplug.4PIN.vertical.PR;SCRAP;FasePSA;1;jacqueline.taveira;04/11/202209:55:03;debora.gomes;04/11/202210:19:43;Aprovado
9785;PSALINHA09;2296;502500000000015;S920ENGLISHKEYPADCIELOPLASTICCAPRUBBERPAD;TECLASNďż˝OATUAM;Fornecedor;2;jacqueline.taveira;04/11/202210:06:22;debora.gomes;04/11/202210:19:39;Aprovado
9786;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;IMAGEMANORMAL;Fornecedor;2;jacqueline.taveira;04/11/202210:06:50;debora.gomes;04/11/202210:19:46;Aprovado
9787;PSALINHA09;2296;502100000000005;THERMALPRINTERM21SHC5.5OEVERLIGHTPRT;FALHANOTESTEIMPRESSďż˝O(PRN);Fornecedor;3;jacqueline.taveira;04/11/202210:08:20;debora.gomes;04/11/202210:19:52;Aprovado
9788;PSALINHA09;2296;2002090100I0853;GABINETEFRONTALDEPLASTICOPRETOS920COMATELASENSIVELAOTOQUE;TOUCHSCREENNďż˝OATUA(TP);Fornecedor;3;jacqueline.taveira;04/11/202210:09:08;debora.gomes;04/11/202210:19:56;Aprovado
9796;PSALINHA09;2296;20030500AHN0122;CAIXAINDIVIDUALS920BRANCAVERSAO3TECTOY;SCRAP;Fornecedor;2;jacqueline.taveira;04/11/202210:20:24;debora.gomes;04/11/202210:35:49;Aprovado
9803;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;SCRAP;Fornecedor;2;jacqueline.taveira;04/11/202210:42:59;debora.gomes;04/11/202215:38:41;Aprovado
9804;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;SCRAP;FasePSA;1;jacqueline.taveira;04/11/202210:43:53;debora.gomes;04/11/202215:38:48;Aprovado
9805;PSALINHA09;2296;2002090100I0853;GABINETEFRONTALDEPLASTICOPRETOS920COMATELASENSIVELAOTOQUE;GABINETEESPANADO;Fornecedor;6;jacqueline.taveira;04/11/202210:45:48;debora.gomes;04/11/202215:38:45;Aprovado
9806;PSALINHA09;2296;2002090100I0853;GABINETEFRONTALDEPLASTICOPRETOS920COMATELASENSIVELAOTOQUE;SCRAP;Fornecedor;4;jacqueline.taveira;04/11/202210:46:21;debora.gomes;04/11/202215:38:54;Aprovado
9807;PSALINHA09;2296;20010117CAD0004;PLACADECIRCUITOIMPRESSOMONTADAS920RFANTENNAV03;SCRAP;FasePSA;2;jacqueline.taveira;04/11/202210:52:25;debora.gomes;04/11/202215:39:01;Aprovado
9808;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;SCRAP;Fornecedor;2;jacqueline.taveira;04/11/202210:53:04;debora.gomes;04/11/202215:38:51;Aprovado
9824;PSALINHA10;2287;200202000000587;LCD240x3202.4inchD188TFTLCDYH024BSJ660N175A01E0BOEST7789V3;IMAGEMANORMAL;Fornecedor;49;luan.amorim;04/11/202213:21:10;debora.gomes;04/11/202215:39:46;Aprovado
9825;PSALINHA10;2287;200202000000587;LCD240x3202.4inchD188TFTLCDYH024BSJ660N175A01E0BOEST7789V3;IMAGEMANORMAL;FasePSA9;luan.amorim;04/11/202213:21:55;debora.gomes;04/11/202215:39:47;Aprovado
9826;PSALINHA10;2287;2002090199N0003;GABINETEFRONTALDEPLASTICOD188STONETONPANTONE802C;GABINETEESPANADO;Fornecedor;1;luan.amorim;04/11/202213:25:54;debora.gomes;04/11/202215:39:49;Aprovado
9827;PSALINHA10;2287;2002090299N0003;GABINETETRASEIRODEPLASTICOD188STONETONPANTONE802C;GABINETEESPANADO;FasePSA;8;luan.amorim;04/11/202213:27:59;debora.gomes;04/11/202215:39:52;Aprovado
9828;PSALINHA10;2287;200405000000223;RUBBERAntidisassemblyswitchsilicagelcarbonparticlesCarbonpart;COMPONENTEPSADANIFICADO;Fornecedor;5;luan.amorim;04/11/202213:29:02;debora.gomes;04/11/202215:39:54;Aprovado
9829;PSALINHA10;2287;200206010000215;Battery3742493.7V900mAhLithiumionbatterywithbackglueAviation;DESLIGANDOAUTOMATICAMENTE;Fornecedor;4;luan.amorim;04/11/202213:30:37;debora.gomes;04/11/202215:40:07;Aprovado
9830;PSALINHA10;2287;300100160000148;D188KEYMESHV04PCBwithmeshRouting;COMPONENTEPSADANIFICADO;FasePSA;2;luan.amorim;04/11/202213:31:41;debora.gomes;04/11/202215:40:05;Aprovado
9831;PSALINHA10;2287;200499000000622;PETD188lensprotectivefilmPETelectrostaticadsorption;COMPONENTEPSADANIFICADO;Fornecedor9;luan.amorim;04/11/202213:33:46;debora.gomes;04/11/202215:39:56;Aprovado
9832;PSALINHA10;2287;200499000000622;PETD188lensprotectivefilmPETelectrostaticadsorption;VISORCOMMANCHA;Fornecedor;6;luan.amorim;04/11/202213:35:39;debora.gomes;04/11/202215:40:00;Aprovado
9833;PSALINHA10;2287;200209050000532;D188CblackswitchbuttonPR;COMPONENTEPSADANIFICADO;Fornecedor;4;luan.amorim;04/11/202213:39:07;debora.gomes;04/11/202215:40:02;Aprovado
9834;PSALINHA10;2287;2003180099N0756;ETIQUETAVOID8,00mmBRANCATECTOYREV00;COMPONENTEPSADANIFICADO;FasePSA;10;luan.amorim;04/11/202213:42:27;debora.gomes;04/11/202215:40:13;Aprovado
9836;PSALINHA10;2293;502200000000004;CABECAMAGNETICA,PARALEITURADECARTAOMAGNETICOGRAVADO,S9201/2/3;ERROLEITURACARTďż˝OMAG.(MSR);Fornecedor;1;luan.amorim;04/11/202213:49:28;debora.gomes;04/11/202215:40:10;Aprovado
9837;PSALINHA10;2293;200209080000047;footpadtransparentsiliconrubber.O.D8.5mm.height6mm;COMPONENTEPSADANIFICADO;Fornecedor9;luan.amorim;04/11/202213:51:47;debora.gomes;04/11/202215:40:16;Aprovado
9838;PSALINHA10;2293;200209080000046;footpadtransparentsiliconrubber.W5xL16xH2.5mm;SCRAP;Fornecedor;47;luan.amorim;04/11/202213:53:30;debora.gomes;04/11/202215:40:19;Aprovado
9839;PSALINHA09;2296;2002090100I0853;GABINETEFRONTALDEPLASTICOPRETOS920COMATELASENSIVELAOTOQUE;TOUCHSCREENNďż˝OATUA(TP);Fornecedor;6;jacqueline.taveira;04/11/202214:14:06;debora.gomes;04/11/202215:38:58;Aprovado
9840;PSALINHA09;2296;501400000000038;320X2403.5INCHS920TFTLCD;IMAGEMANORMAL;Fornecedor;5;jacqueline.taveira;04/11/202214:15:11;debora.gomes;04/11/202215:39:17;Aprovado
9841;PSALINHA09;2296;300100030000139;S920KEYMESHV03PCBKEYMESHDOMEcarbongranuleSplendid;TECLASNďż˝OATUAM;Fornecedor;3;jacqueline.taveira;04/11/202214:16:15;debora.gomes;04/11/202215:39:05;Aprovado
9842;PSALINHA09;2296;502100000000005;THERMALPRINTERM21SHC5.5OEVERLIGHTPRT;FALHANOTESTEIMPRESSďż˝O(PRN);Fornecedor;1;jacqueline.taveira;04/11/202214:17:06;debora.gomes;04/11/202215:39:09;Aprovado
9843;PSALINHA09;2296;200212000000237;S920AP62122.4GHZV042.4GANTENNAFPCYIJIA;ANTENAADESIVADANIFICADA;FasePSA;2;jacqueline.taveira;04/11/202214:19:07;debora.gomes;04/11/202215:39:21;Aprovado
9844;PSALINHA09;2296;2002090200N0055;GABINETETRASEIRODEPLASTICOS920PRETO17LB;GABINETETRASEIROCOMRISCO;FasePSA;2;jacqueline.taveira;04/11/202214:19:57;debora.gomes;04/11/202215:39:27;Aprovado
9845;PSALINHA12;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTEFORADOPADRďż˝O;Fornecedor;16;jose.junior;04/11/202214:22:15;debora.gomes;04/11/202215:40:36;Aprovado
9846;PSALINHA12;2297;20030500AHN0118;CAIXAINDIVIDUALCOMBERCOACOPLADOGETNETMPOSD195TECTOYREV00FR;COMPONENTEFORADOPADRďż˝O;Fornecedor;2;jose.junior;04/11/202214:29:33;debora.gomes;04/11/202215:40:39;Aprovado
9847;PSALINHA12;2297;502200000000007;D190MAGV01/V03MAGNETICREADER1/2/3TRACKS;COMPONENTEFORADOPADRďż˝O;Fornecedor;5;jose.junior;04/11/202214:30:40;debora.gomes;04/11/202215:40:53;Aprovado
9848;PSALINHA12;2297;502200000000007;D190MAGV01/V03MAGNETICREADER1/2/3TRACKS;COMPONENTEPSADANIFICADO;FasePSA;3;jose.junior;04/11/202214:31:23;debora.gomes;04/11/202215:40:42;Aprovado
9849;PSALINHA12;2297;502200000000007;D190MAGV01/V03MAGNETICREADER1/2/3TRACKS;COMPONENTEPSADANIFICADO;FasePSA;2;jose.junior;04/11/202214:32:16;debora.gomes;04/11/202215:40:45;Aprovado
9850;PSALINHA12;2297;300100160000133;D195KEYMESHV01PCBKEYMESHDOMECARBONGRANULESPLENDID;COMPONENTEFORADOPADRďż˝O;Fornecedor;2;jose.junior;04/11/202214:32:56;debora.gomes;04/11/202215:40:48;Aprovado
9851;PSALINHA12;2297;200209130000049;PLASTICD195ENGLISHGREYKEYS;COMPONENTEFORADOPADRďż˝O;Fornecedor;1;jose.junior;04/11/202214:35:19;debora.gomes;04/11/202215:40:55;Aprovado
9852;PSALINHA12;2297;200202000000227;LCD240x3202.4inch8BitD190LCMJT0062502JingXun;COMPONENTEPSADANIFICADO;FasePSA;2;jose.junior;04/11/202214:35:55;debora.gomes;04/11/202215:40:58;Aprovado
9853;PSALINHA12;2297;200209040000080;PlasticD190blackscankeypr.surfaceetch;COMPONENTEPSADANIFICADO;FasePSA9;jose.junior;04/11/202214:36:48;debora.gomes;04/11/202215:41:05;Aprovado
9854;PSALINHA12;2297;200209040000079;PlasticD190blackswitchkeypr.surfaceetch;COMPONENTEFORADOPADRďż˝O;Fornecedor;5;jose.junior;04/11/202214:37:32;debora.gomes;04/11/202215:41:02;Aprovado
9855;PSALINHA12;2297;200202000000227;LCD240x3202.4inch8BitD190LCMJT0062502JingXun;COMPONENTEFORADOPADRďż˝O;Fornecedor;3;jose.junior;04/11/202214:40:02;debora.gomes;04/11/202215:41:11;Aprovado
9856;PSALINHA12;2297;2002090200N0816;GABINETETRASEIROD195COMTARJAGETNETPANTONE485C;COMPONENTEPSADANIFICADO;FasePSA;2;jose.junior;04/11/202214:41:01;debora.gomes;04/11/202215:41:08;Aprovado
9857;PSALINHA12;2297;2003180000N0470;LABELFRONTALD195GETNET;COMPONENTEFORADOPADRďż˝O;Fornecedor;23;jose.junior;04/11/202214:46:15;debora.gomes;04/11/202215:41:18;Aprovado
9858;PSALINHA12;2297;2003180000N0470;LABELFRONTALD195GETNET;COMPONENTEPSADANIFICADO;FasePSA;6;jose.junior;04/11/202214:46:54;debora.gomes;04/11/202215:41:22;Aprovado
9859;PSALINHA12;2297;200209120000126;PlasticD190LCDleftbracketBRPC/ABS,lg5001rfg,brightside,zebr;COMPONENTEFORADOPADRďż˝O;Fornecedor;1;jose.junior;04/11/202214:47:49;debora.gomes;04/11/202215:41:25;Aprovado
9860;PSALINHA09;2296;2002090200N0055;GABINETETRASEIRODEPLASTICOS920PRETO17LB;GABINETEFRONTALCOMRISCO;FasePSA;1;jacqueline.taveira;04/11/202214:56:09;debora.gomes;04/11/202215:39:32;Aprovado
9869;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;VISORCOMRISCO;Fornecedor;10;brenda.santos;04/11/202215:26:13;debora.gomes;04/11/202215:41:36;Aprovado
9871;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDDANIFICADO;FasePSA;26;brenda.santos;04/11/202215:30:29;debora.gomes;04/11/202215:41:40;Aprovado
9872;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDDANIFICADO;Fornecedor;5;brenda.santos;04/11/202215:31:05;debora.gomes;04/11/202215:41:33;Aprovado
9873;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;COMPONENTESMDDANIFICADO;FasePSA;1;brenda.santos;04/11/202215:33:14;debora.gomes;04/11/202215:41:44;Aprovado
9874;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;COMPONENTESMDDANIFICADO;FasePSA;1;brenda.santos;04/11/202215:33:47;debora.gomes;04/11/202215:41:48;Aprovado
9875;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDALTERADO;PaxChina;1;brenda.santos;04/11/202215:34:11;debora.gomes;04/11/202215:41:56;Aprovado
9876;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDDANIFICADO;Callidus;2;brenda.santos;04/11/202215:34:52;debora.gomes;04/11/202215:41:52;Aprovado
9877;PSALINHA13;2297;200202000000227;LCD240x3202.4inch8BitD190LCMJT0062502JingXun;COMPONENTESMDDANIFICADO;FasePSA;4;brenda.santos;04/11/202215:35:24;debora.gomes;04/11/202215:42:00;Aprovado
9878;PSALINHA13;2297;300100160000133;D195KEYMESHV01PCBKEYMESHDOMECARBONGRANULESPLENDID;COMPONENTESMDALTERADO;PaxChina;3;brenda.santos;04/11/202215:35:55;debora.gomes;04/11/202215:42:08;Aprovado
9879;PSALINHA13;2297;502200000000007;D190MAGV01/V03MAGNETICREADER1/2/3TRACKS;COMPONENTESMDALTERADO;PaxChina;5;brenda.santos;04/11/202215:36:29;debora.gomes;04/11/202215:42:12;Aprovado
9880;PSALINHA13;2297;301001000000009;BUTTONCELLM0514HLF.CR20323.0V225MAHBUTTONCELL;COMPONENTESMDDANIFICADO;PaxChina;1;brenda.santos;04/11/202215:38:23;debora.gomes;04/11/202215:42:04;Aprovado
9882;PSALINHA13;2297;200209040000079;PlasticD190blackswitchkeypr.surfaceetch;COMPONENTESMDDANIFICADO;FasePSA;4;brenda.santos;04/11/202215:40:13;debora.gomes;04/11/202215:42:23;Aprovado
9883;PSALINHA13;2297;200209040000080;PlasticD190blackscankeypr.surfaceetch;COMPONENTESMDDANIFICADO;FasePSA;4;brenda.santos;04/11/202215:40:47;debora.gomes;04/11/202215:42:19;Aprovado